cell,leiden_final
7915,Macrophage + DC
7916,Removed
7917,Removed
7918,Stem + TA
7919,Endothelial
7920,B (Plasma)
7921,Enterocyte (Mid Villus)
7922,Stem + TA
7923,Pericyte
7924,T (CD4+)
7925,Macrophage + DC
7926,Removed
7927,Endothelial
7928,Removed
7929,Removed
7930,Telocyte
7931,Enterocyte (Mid Villus)
7932,Enterocyte (Mid Villus)
7933,Stromal
7934,Removed
7935,Removed
7936,Removed
7937,Endothelial
7938,Macrophage + DC
7939,Removed
7940,Removed
7941,Removed
7942,Removed
7943,Macrophage + DC
7944,Removed
7945,Removed
7946,Removed
7947,Removed
7948,Removed
7949,Goblet
7950,Pericyte
7951,Enterocyte (Mid Villus)
7952,Endothelial
7953,Stromal
7954,Telocyte
7955,Enterocyte (Mid Villus)
7956,Removed
7957,Removed
7958,Stem + TA
7959,Stem + TA
7960,Removed
7961,Removed
7962,Stem + TA
7963,Stromal
7964,Enterocyte (Bottom Villus)
7965,Removed
7966,Removed
7967,Removed
7968,Removed
7969,Removed
7970,Stem + TA
7971,Enterocyte (Mid Villus)
7972,Removed
7973,Removed
7974,Removed
7975,Removed
7976,Enterocyte (Bottom Villus)
7977,Removed
7978,Removed
7979,Removed
7980,Removed
7981,Endothelial
7982,Removed
7983,Removed
7984,Removed
7985,Removed
7986,Removed
7987,Removed
7988,Removed
7989,T (CD8+)
7990,Enterocyte (Bottom Villus)
7991,Removed
7992,Removed
7993,Removed
7994,T (CD4+)
7995,Removed
7996,Removed
7997,Stromal
7998,Stem + TA
7999,Removed
8000,Endothelial
8001,Removed
8002,Removed
8003,Removed
8004,Removed
8005,Removed
8006,Removed
8007,Telocyte
8008,Macrophage + DC
8009,Stem + TA
8010,Stem + TA
8011,Stem + TA
8012,Removed
8013,Stromal
8014,Enterocyte (Bottom Villus)
8015,Removed
8016,Enterocyte (Mid Villus)
8017,Enterocyte (Bottom Villus)
8018,Enterocyte (Mid Villus)
8019,Stromal
8020,Stromal
8021,Removed
8022,Removed
8023,Removed
8024,Removed
8025,Removed
8026,Myenteric Plexus
8027,Stem + TA
8028,Removed
8029,Removed
8030,Removed
8031,Removed
8032,Stromal
8033,Removed
8034,Removed
8035,Removed
8036,Removed
8037,Removed
8038,Removed
8039,Removed
8040,Removed
8041,Removed
8042,Stem + TA
8043,Removed
8044,Removed
8045,Removed
8046,Removed
8047,Removed
8048,Removed
8049,Pericyte
8050,Removed
8051,Removed
8052,Macrophage + DC
8053,Removed
8054,Enterocyte (Mid Villus)
8055,Removed
8056,Removed
8057,Macrophage + DC
8058,Stem + TA
8059,Removed
8060,Stromal
8061,Stem + TA
8062,Macrophage + DC
8063,Removed
8064,Removed
8065,Removed
8066,Enterocyte (Bottom Villus)
8067,Removed
8068,Removed
8069,Removed
8070,Removed
8071,Removed
8072,Removed
8073,Removed
8074,Removed
8075,Telocyte
8076,Removed
8077,Stem + TA
8078,Stem + TA
8079,Removed
8080,Removed
8081,Stem + TA
8082,Removed
8083,Removed
8084,Removed
8085,Removed
8086,Removed
8087,Telocyte
8088,Removed
8089,Removed
8090,Removed
8091,Removed
8092,Removed
8093,Removed
8094,Removed
8095,Enterocyte (Mid Villus)
8096,Removed
8097,Removed
8098,Removed
8099,Removed
8100,Removed
8101,Removed
8102,Removed
8103,Removed
8104,Removed
8105,Removed
8106,Tuft
8107,Macrophage + DC
8108,Removed
8109,Removed
8110,Enterocyte (Mid Villus)
8111,Removed
8112,Removed
8113,Removed
8114,Removed
8115,Removed
8116,Removed
8117,Removed
8118,Removed
8119,Removed
8120,Removed
8121,Enterocyte (Mid Villus)
8122,Removed
8123,Removed
8124,Enterocyte (Mid Villus)
8125,Goblet
8126,Removed
8127,Removed
8128,Removed
8129,Removed
8130,Removed
8131,Removed
8132,Removed
8133,Enterocyte (Mid Villus)
8134,Removed
8135,Removed
8136,Removed
8137,Removed
8138,Removed
8139,Removed
8140,Removed
8141,Removed
8142,Removed
8143,Removed
8144,Endothelial
8145,Removed
8146,Endothelial
8147,Removed
8148,Removed
8149,Enterocyte (Mid Villus)
8150,Removed
8151,Enterocyte (Mid Villus)
8152,Removed
8153,Stem + TA
8154,Enterocyte (Mid Villus)
8155,Removed
8156,Removed
8157,Removed
8158,Removed
8159,Enterocyte (Bottom Villus)
8160,Removed
8161,Removed
8162,Removed
8163,Removed
8164,Removed
8165,Pericyte
8166,Stromal
8167,Macrophage + DC
8168,Removed
8169,Removed
8170,Removed
8171,Removed
8172,Removed
8173,Removed
8174,Removed
8175,Removed
8176,Enterocyte (Mid Villus)
8177,Removed
8178,Removed
8179,Removed
8180,Removed
8181,Removed
8182,Removed
8183,Removed
8184,Removed
8185,Removed
8186,Removed
8187,Removed
8188,Removed
8189,Removed
8190,Removed
8191,Removed
8192,Removed
8193,Removed
8194,Removed
8195,Removed
8196,Removed
8197,Removed
8198,Stem + TA
8199,Removed
8200,Removed
8201,Removed
8202,Removed
8203,Removed
8204,Removed
8205,Removed
8206,Removed
8207,Removed
8208,Removed
8209,Removed
8210,Removed
8211,Removed
